uuid,kode_identitas,kabkot
4a2abd45-56c2-4df4-aa04-160399443a36,"7201070013000300 - NONBKU - 9",7201
bfa1e920-deac-4eb1-bb3d-82b33704c250,"7201070013000300 - NONBKU - 10",7201
e5caf890-a11d-4fa3-995a-0da3c525aada,"7201070013000300 - NONBKU - 2",7201
4f7459a3-747f-4b49-ba8e-e4a09132e04a,"7201070013000100 - NONBKU - 3",7201
e4664628-e457-4478-bea8-5ecde7a46269,"7201070013000100 - NONBKU - 2",7201
37df3853-95d6-4081-99a9-f0681ecca72f,"7201070013000100 - NONBKU - 5",7201
fd08cc36-ac3e-40c0-978a-785a1947b495,"7201070013000100 - NONBKU - 1",7201
09581dcb-924e-4178-83d0-88494fc4e06c,"7201070013000100 - NONBKU - 4",7201
beeee6c7-0469-4818-8da3-ac8dfa4f1b2b,"7201070013000200 - NONBKU - 9",7201
8379e35d-cc92-4e8c-ace1-1a88582cba91,"7201070013000200 - NONBKU - 6",7201
ddbc32ab-685f-4c37-9f79-23468286b428,"7201070013000200 - NONBKU - 8",7201
82fdf1a7-684e-40e7-a2a7-3b785ca291dc,"7201070013000200 - NONBKU - 1",7201
6fb86896-14fd-4f08-ba03-267e8eca425e,"7201070013000200 - NONBKU - 4",7201
cac4e1d1-9965-4a33-920d-ab8a68c50420,"7201070013000200 - NONBKU - 5",7201
626da4b6-0c68-4db3-b521-7cd911bbfe3f,"7201070013000200 - NONBKU - 3",7201
e441d0ac-af79-4854-a06b-67a337a9e6a1,"7201070013000200 - NONBKU - 2",7201
1e32f489-f3c6-4a38-afc6-0e43d24379bd,"7201070013000200 - NONBKU - 7",7201
4e605b65-6972-47c5-ace0-bf4a9d97d2e7,"7201042001000100 - NONBKU - 1",7201
61e5ef60-9e8b-49b7-b6d1-9ca29380e87a,"7201042001000800 - NONBKU - 1",7201
b75eab07-1190-49c4-a15b-4ef79d99e697,"7201042001000200 - NONBKU - 1",7201
bb0e7494-75b8-4041-86fd-769834c08993,"7201042001000100 - NONBKU - 3",7201
459800b4-fe95-4ce9-88f2-ca9708e12194,"7201042001000100 - NONBKU - 4",7201
5a6dc225-3147-4e47-88c3-659598f3dc64,"7201042001000100 - NONBKU - 2",7201
de74cfa5-e7a8-42ec-ac92-0d16451c7870,"7201042001000600 - NONBKU - 2",7201
16874181-7403-4b10-8970-fc5287316ab9,"7201042001000600 - NONBKU - 1",7201
44bd3ce0-9b68-4938-8a7f-8a7bf7d2f6ef,"7201042001000700 - NONBKU - 3",7201
0123ce0b-3121-4bc7-9077-89259070f077,"7201042001000700 - NONBKU - 2",7201
aced73ca-5e63-4157-bee9-6e334654ed54,"7201042001000700 - NONBKU - 1",7201
5be28b82-7908-4db9-919f-8c3a5bbe2f80,"7201060010000400 - NONBKU - 1",7201
1bd176e3-07ad-4802-8f9f-bf1f553c0dd0,"7201060010000300 - NONBKU - 1",7201
593dbd3d-b0b0-4509-857d-c2bc0e29c77b,"7201060010000200 - NONBKU - 1",7201
6c98ab4d-40bf-40de-ae45-16e9be8089e9,"7201060010000100 - NONBKU - 2",7201
387037dc-e59d-4380-ae03-1ef837c7b084,"7201060010000100 - NONBKU - 1",7201
fa8b369b-0d7c-4f3f-9edd-834001332eff,"7201060010000100 - NONBKU - 3",7201
a9e5d9dd-5086-476b-a96c-f00cde05f546,"7201070016000200 - NONBKU - 9",7201
b867967e-e0c9-455b-84e5-b7e61ed333f4,"7201070016000200 - NONBKU - 2",7201
098c965b-4404-48a0-b7e0-e7d5184e8082,"7201070016000200 - NONBKU - 1",7201
d6e5f5a6-8d45-4c87-aa7e-86e3a190215d,"7201070016000200 - NONBKU - 3",7201
3386f61c-e26e-4858-b401-7d5349d1d140,"7201070016000200 - NONBKU - 8",7201
c40ec55b-5bf4-4efb-a5c8-16ffcf6054f8,"7201070016000200 - NONBKU - 7",7201
5806ec17-6ff0-4e2b-ab38-9697ab8a55a9,"7201070016000200 - NONBKU - 4",7201
4a49776a-354c-4359-ba80-1094a1511b9f,"7201070016000200 - NONBKU - 5",7201
7c5555ad-0c31-419b-91ac-26bf1a4b6706,"7201070016000200 - NONBKU - 6",7201
727c9d67-1afc-42c2-842d-ea478f06e70a,"7201070016000300 - NONBKU - 2",7201
cb58e52c-8c10-46cf-8dec-c6a7426cdaeb,"7201070016000300 - NONBKU - 3",7201
6dd005b9-e709-43f2-9387-6b3b11f56a5e,"7201070016000300 - NONBKU - 1",7201
5f91ec26-cfa7-461b-ab49-988c862a4f2f,"7201070016000100 - NONBKU - 1",7201
07bfb1bb-eebf-4170-9c71-8b35cba40464,"7201070016000100 - NONBKU - 2",7201
9dbc3764-da55-4157-9e5e-3b8dc4583060,"7201062010000800 - NONBKU - 2",7201
94f26921-fde3-49c2-9c8f-d216537e7abc,"7201062010000800 - NONBKU - 1",7201
be27435f-71cb-4d96-8f3e-31fd65f3d3e6,"7201062010000200 - NONBKU - 1",7201
85f4578c-bb7c-41b1-b5aa-367d909d0ba9,"7201062010000200 - NONBKU - 3",7201
641ae463-9162-4a14-9768-8d343b50373e,"7201062010000200 - NONBKU - 4",7201
e48329b3-dc16-4ceb-aa85-363e9337da4d,"7201062010000200 - NONBKU - 2",7201
