uuid,kode_identitas,kabkot
a6b8a0c6-dd8f-417b-90fc-aa6da6b1f0b5,"7201030015000100 - UMK - 3",7201
4fc91b4c-41a1-4f61-aaea-9c8af6f19adf,"7201030015000100 - UMK - 8",7201
8569ff6e-ccbf-4f0a-a650-db85adc4951e,"7201030015000200 - UMK - 5",7201
3c91a14a-9d5c-46f5-bd96-615add8ca113,"7201030015000200 - UMK - 4",7201
14be176f-3505-48d7-9139-c81441f3d16d,"7201030015000200 - UMK - 3",7201
90f0021a-0d19-4761-a695-9dcfd108a379,"7201030015000200 - UMK - 1",7201
b86e2d12-0c87-4fae-8c88-76e87f9019c1,"7201030015000100 - UMK - 2",7201
4dc40941-8928-49b9-bf66-82cf164e32ae,"7201030015000100 - UMK - 1",7201
693cce49-467d-4178-b59a-9ffccee1cda3,"7201030015000500 - UMK - 6",7201
5510c251-4552-465c-af93-f2d9c905c854,"7201030015000500 - UMK - 7",7201
74236574-32ec-4f84-9e95-d2002c4fe969,"7201030015000500 - UMK - 13",7201
f2914297-ad2f-43e5-b0a3-1bf12fdefc28,"7201030015000500 - UMK - 10",7201
f5e9d173-ebe9-47c2-b0de-2c1be21606e3,"7201030015000500 - UMK - 12",7201
628572f8-0859-4ca0-89da-0106552cd030,"7201030015000500 - UMK - 11",7201
2891d5d9-e5a2-4551-a92e-e4768c209665,"7201030015000500 - UMK - 5",7201
4f3d9cb4-0e5e-4a61-92bc-40bc28e08c90,"7201030015000500 - UMK - 9",7201
c41eefae-6ef7-4066-82fe-2a43b846e753,"7201030015000500 - UMK - 2",7201
ac678721-c2aa-4df3-a580-ccbbc6d9bcb2,"7201030015000500 - UMK - 8",7201
82f4a6f8-d051-4c67-b23f-b0399988a237,"7201030015000500 - UMK - 4",7201
3bc0b72a-29d7-41e8-a56c-9dd5549c33b2,"7201030015000500 - UMK - 1",7201
93f52302-d8b1-49b5-84dd-221169eae835,"7201030015100100 - UMK - 2",7201
3db7e4dd-2a4b-4d4f-ae17-31b1c0898270,"7201030015100100 - UMK - 1",7201
fbcfc959-4244-4ddf-a057-48d9b67c6790,"7201030015000400 - UMK - 2",7201
d8211d40-380c-4cc9-873c-9d52b16614e3,"7201030015000400 - UMK - 1",7201
1134c243-ebf3-4a04-b1b0-ded70f52c970,"7201030015000600 - UMK - 2",7201
191e6a55-571e-481e-b338-8ccb7be9e802,"7201030015000600 - UMK - 1",7201
85ce4312-0ffa-4f98-89c8-cd68ee40d640,"7201030015000600 - UMK - 3",7201
679367dc-05c5-42c8-91cc-89097e8b9816,"7201030015000200 - UMK - 2",7201
5f85a6da-176b-41a3-864d-868b5e4b8a6c,"7201030015000200 - UMK - 6",7201
8edc48f9-4d16-4954-ab51-a6ee09c43ea4,"7201030015000200 - UMK - 7",7201
abf91c31-8746-4fe9-b8fe-cc09da3f4691,"7201030015000300 - UMK - 8",7201
06297d0c-f7fc-4201-aca7-f4e1e3326661,"7201030015000300 - UMK - 2",7201
1bb5c61c-21ff-466d-84a7-ff1bdb589963,"7201030015000300 - UMK - 1",7201
3d6abc67-9ad4-4fe1-9b01-2427b4d12be5,"7201030015000300 - UMK - 4",7201
98d8a0c2-c1dd-480f-ad63-f881429a8ba4,"7201030015000300 - UMK - 10",7201
9e054d35-e7ab-4ecc-b974-ff6a54c4e9d3,"7201030015000300 - UMK - 9",7201
e74f5462-2ee0-4908-8397-078b89cd146a,"7201030015000300 - UMK - 3",7201
2ca64441-5f2c-4790-a5cf-c8bf2b833467,"7201030015000300 - UMK - 6",7201
0d443a76-e42e-4071-b34d-0761c17e4f14,"7201030015000300 - UMK - 7",7201
b2aa288c-54c5-4669-a5d8-ad5103acf837,"7201030015000300 - UMK - 5",7201
f6f707a1-59d2-4497-8402-6cc4852e75f5,"7201030015000500 - UMK - 3",7201
201b357e-a381-4680-811f-df7f8f6981f7,"7201061010200100 - UMK - 1",7201
c97af25a-8911-438f-a772-3373a5ee6983,"7201061010000100 - UMK - 16",7201
48353df4-defa-407c-a59a-9f4201d7319c,"7201061010000200 - UMK - 9",7201
c446b747-bbac-4887-a3c5-41174fb3971d,"7201061010000200 - UMK - 7",7201
4fb186fd-e012-4101-a15c-9cbdcf9ca14e,"7201061010000200 - UMK - 8",7201
9634dcc0-2a55-454a-a2ef-b83985776baa,"7201061010000200 - UMK - 3",7201
a7633578-1054-4875-bfbc-e79da6e200b6,"7201061010000200 - UMK - 1",7201
61e87b95-fe5c-4c67-ab24-bc79f4a7b928,"7201061010000200 - UMK - 6",7201
4618aab9-63a9-4b1d-8636-f822c0ca11da,"7201061010000200 - UMK - 5",7201
cae74c74-4bc8-4baf-8af6-93128b2cae81,"7201061010000200 - UMK - 4",7201
dbeba27b-53e5-4a57-b6f0-23629222e778,"7201061010000200 - UMK - 2",7201
86741c80-46ba-4733-b80f-40ce604668cd,"7201061010000100 - UMK - 8",7201
a8d2a573-466d-422c-9be5-0b20c4639697,"7201061010000100 - UMK - 9",7201
8e777504-3b0e-4f90-8f07-088348ccd123,"7201061010000100 - UMK - 4",7201
49df1ca7-0675-433d-9441-cc2bc9d306d2,"7201061010000100 - UMK - 11",7201
565afbc9-9963-41ec-b7bd-bb0304bbadf6,"7201061010000100 - UMK - 12",7201
a1ac1333-edc6-4054-ab51-573899cd50f8,"7201061010000100 - UMK - 5",7201
57c7c43f-94ff-43a6-b483-2da62fd3f7ea,"7201061010000100 - UMK - 13",7201
1c6f5c33-6312-4f2f-912e-c87f6468c10f,"7201061010000100 - UMK - 10",7201
3c9e69ac-59a4-4f3f-92f9-5a6d9505fe04,"7201061010000100 - UMK - 6",7201
800fed63-bb46-49ad-8a7d-9ff7c09dd3e9,"7201061010000100 - UMK - 15",7201
771c6426-e065-43b5-afa7-3fe43fbc0f14,"7201061010000100 - UMK - 7",7201
00d709a0-e625-44bb-b74f-18357c4e635b,"7201061010000100 - UMK - 3",7201
2f64d06e-e7cd-499f-bdf8-be019fbd3ae2,"7201061010000100 - UMK - 2",7201
b4d0b405-efc4-4f08-a101-65e23c5cc296,"7201061010000100 - UMK - 1",7201
760ddb11-0dc4-4983-8684-87787b712306,"7201061010000100 - UMK - 14",7201
0165856d-3b9d-408c-9737-28c96d440624,"7201061010200100 - UMK - 2",7201
2a62312d-ad16-4926-9e00-ac833c33e458,"7201061010000400 - UMK - 3",7201
